				LA19	LA21	DF21	ADD23.1	ADD23.2	HABLA	Partial	HAD	SceneFake	CtrSVDD	AVG		
had	hub	FFN	[0.721538930383304, 0.7752909639858581, 0.9050252544158338, 1.0, 0.7420227949877, 0.4709369032578336, 0.3235292125822568, 0.292009825286475, 0.3042814925314714, 0.2235145187650607, 0.23344698001671932, 0.0]
had	hub	AASIST	[0.8720960892797374, 0.8996164091129532, 0.9902527070097026, 1.0, 0.5530668361429969, 0.2640602058447873, 0.14797642482457674, 0.17924575762410422, 0.06913941216503945, 0.05657371912534877, 0.31465261955090995, 0.0]
had	wavlm	FFN	[1.0, 0.9636690844198703, 0.9935076439774108, 0.9283111246302759, 0.4379386144126409, 0.009445732014325537, 0.0, 0.09620821296324361, 0.24833351901079528, 0.28347124559951037, 0.3046129261021666, 0.3821422219858431]
had	wavlm	AASIST	[1.0, 0.9817239335623121, 0.9215249157279655, 0.7526817025852873, 0.4280964976829927, 0.17588317748319252, 0.031255556614490705, 0.0, 0.024982194364135225, 0.05601680050151233, 0.1943670714984506, 0.2668556485037883]
sceneFake	w2v	FFN	[0.40532641229578825, 0.710106911405245, 1.0, 0.6792412592222157, 0.4298567844259586, 0.011041955235759144, 0.06494017489552853, 0.0, 0.23980300349997227, 0.5389324356457592, 0.7510701270432638, 0.44206918833844894]
sceneFake	w2v	AASIST	[0.8458661328630358, 1.0, 0.9235545142665874, 0.6241878696987047, 0.3725584598649606, 0.08750474694747015, 0.027253915024811642, 0.0, 0.21792576095981536, 0.3079899976184798, 0.147546713181388, 0.1999707137478022]
sceneFake	hub	FFN	[0.5049618680019929, 0.49983121559926774, 0.6028194493719318, 1.0, 0.9669039974489329, 0.7855968513903139, 0.5029118689731497, 0.26478129696736397, 0.313962342270178, 0.0014741897549708143, 0.0, 0.023857976224633475]
sceneFake	hub	AASIST	[1.0, 0.8946513366570162, 0.9767082873322988, 0.7908467703090135, 0.701583129089495, 0.4495524877645933, 0.18274121088140735, 0.016840336119251835, 0.14681042658958654, 0.0, 0.19333550731094312, 0.25628120475748445]
sceneFake	wavlm	FFN	[0.6988861865798259, 0.8360609446423317, 0.85984809777213, 1.0, 0.384592350813259, 0.014388280124553312, 0.10626518408212225, 0.24781359530001956, 0.24002798268013834, 0.32558872097739117, 0.12198903530441486, 0.0]
sceneFake	wavlm	AASIST	[0.920800570850233, 0.9973200411053611, 1.0, 0.883219022358591, 0.4458947706288254, 0.059535468039376434, 0.011146075016415432, 0.032366586624537515, 0.0, 0.09064922133647664, 0.16043945803741652, 0.041001817988857506]
music	w2v	FFN	[0.763189312978531, 1.0, 0.8951966589989069, 0.6853918872318655, 0.38703351834316374, 0.21711119234095677, 0.0, 0.009340682661255522, 0.09370447554297799, 0.14364599701213598, 0.07115515647049422, 0.14498398023144024]
music	w2v	AASIST	[0.981442004195144, 1.0, 0.8341183294834819, 0.5235240244861648, 0.36327348783856395, 0.16561878121914855, 0.024633415092953834, 0.0, 0.08494354536589453, 0.16992221133820737, 0.08178998785317199, 0.05324083403001277]
music	hub	FFN	[0.734845492891612, 0.9105559143584993, 1.0, 0.8413569093877615, 0.7382954944286151, 0.4121156150956615, 0.2203479975375114, 0.18813241552618049, 0.06763801199567722, 0.012031890242117092, 0.0, 0.011598610476352087]
music	hub	AASIST	[0.9388943906571607, 0.9791722013475151, 1.0, 0.8169918973638763, 0.5985222641251922, 0.382580915391089, 0.16585319139408852, 0.08954664331992698, 0.0, 0.020661216552162853, 0.08313793673292258, 0.014086201142245057]
music	wavlm	FFN	[0.9865219359922086, 1.0, 0.9080928299016741, 0.7645261656060713, 0.4652422384123355, 0.23232946120300513, 0.09552282650922801, 0.0, 0.03802415339326654, 0.17986344037776533, 0.11228612544389066, 0.1328445521150806]
music	wavlm	AASIST	[1.0, 0.8741542468561159, 0.7398575500240229, 0.559454590795131, 0.35227946538754334, 0.20760175530097152, 0.09342097649124903, 0.033899867321382754, 0.0235590025900509, 0.0, 0.06949147654393205, 0.09541434124095872]
